시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
부천활박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.480031,126.799892,032-614-2678,경기도 부천시청,http://www.bcmuseum.or.kr,장애인 화장실,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),1000,600,0,,"""부천활박물관은 국궁의 제작과 궁술 및 궁도의 맥을 잇기 위해 일생을 바친 중요무형문화재 제47호 초대 궁시장(弓矢匠) 故김장환 선생의 숭고한 뜻을 기리고, 후대에 우리의 전통문화유산을 보존 전승하고자 유품 240여점을 기증받아 설립되었습니다""",,032-625-3132,경기도 부천시청,2017-02-28
부천수석박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.480031,126.799892,032-655-2900,경기도 부천시청,http://www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),1000,600,0,,"""부천수석박물관은 시민들에게 수석의 아름다움과 가치를 알리기 위해 정철환님이 부천시에 기증한 수석, 석보, 기념메달, 동패 등 2,215점의 수석관련 자료를 기반으로 설립되었습니다.""",,032-625-3132,경기도 부천시청,2017-02-28
부천펄벅기념관,공립,경기도 부천시 성주로 214번길 61,경기도 부천시 심곡본동 566-9,37.475538,126.781683,032-668-7565,경기도 부천시청,http://www.bcmuseum.or.kr,주차장(장애인전용)+ 장애인 진출입로,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),0,0,0,,부천펄벅기념관은 약40여년전 소설 '대지'의 작가 펄 벅여사의 한국 혼혈아동을 향한 고귀한 희생과 사랑이 깃든 곳으로 그녀의 아름다운 정신을 기리기 위해 설립되었습니다. 펄벅여사가 집필한 각종 서적들과 한국을 방문할 때마다 사용했던 가방 등 약 250여점의 다양한 유품들을 소장하고 있습니다.,"""지하철: 1호선 부천역(남부출구) 하차 - 버스 탑승 - 극동아파트 하차+버스: 6, 6-1, 6-2, 75, 19, 25, 015""",032-625-3132,경기도 부천시청,2017-02-28
부천로보파크,공립,"""경기도 부천시 평천로 655, 401동 1층""",경기도 부천시 원미구 약대동 193 부천테크노파크 401동 1층,37.517199,126.764128,070-7094-5479,경기도 부천시청,http://www.robopark.org/,수유실 등,10:00,18:00,10:00,18:00,매주 월요일+ 설날 및 추석 당일 및 전일,5000,4000,3000,부천시민20프로할인(신분증 지참),자라나는 어린이들에게 로봇에 대한 꿈과 희망을 심어주며 학습의 기회를 제공하는 체험 학습공간,,070-7094-5475,경기도 부천시청,2017-02-28
한국만화박물관,공립,경기도 부천시 원미구 길주로 1,경기도 부천시 원미구 상3동 529-2,37.508071,126.745301,032-310-3040,경기도 부천시청,http://www.komacon.kr/comicsmuseum,전시실을 위시한 교육실+ 도서관+ 상영관+ 수유실+ 카페 등 시설운영,10:00,18:00,10:00,18:00,매주월요일+ 1월 1일+ 구정당일 및 전날+ 추석당일 및 전날,5000,5000,5000,36개월미만+ 65세 이상+ 국가유공자+ 장애인+ 기초생활보호대상자 무료,"""한국만화자료 수집 및 보존을 통한 만화의 문화예술적 가치 증대. 만화자료 조사 연구에 기반한 상설, 기획전시개최, 교육프로그램 등 운영""",지하철7호선 삼산체육관역 5번출구 도보 3분,032-310-3040,경기도 부천시청,2017-02-28
부천자연생태박물관,공립,경기도 부천시 길주로 660,경기도 부천시 춘의동 381번지,37.505076,126.815631,032-625-3503,경기도 부천시청,,,09:30,18:00,09:30,18:00,매주 월요일(공휴일이 월요일인경우 그 다음날 휴관)+신정+설날+추석당일,2000,1500,1000,,,,032-625-3503,경기도 부천시청,2017-02-28
부천옹기박물관,공립,경기도 부천시 소사로 638,경기도 부천시 여월동 318,37.480031,126.799892,032-684-9057,경기도 부천시청,http://www.bcmuseum.or.kr,주차장(버스전용+장애인전용)+엘리베이터+ 장애인 화장실+ 장애인 진출입로+ 장애인슬로프+ 유모차·휠체어 대여,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),1000,600,0,,부천옹기박물관은 1886년 병인박해를 피해 이주해 온 천주교도들이 옹기를 굽던 점말 옹기가마터(부천시 오정구 여월동 318)에 위치하고 있습니다. 우리 민족의 삶과 애환이 고스란히 담겨 있는 옹기를 체계적으로 살펴보면서 옹기에 담긴 우리 조상들의 지혜와 문화적 뿌리를 찾아볼 수 있습니다.,"""지하철: 7호선 부천종합운동장역(2번출구) - 출구앞 버스정류장에서 버스탑승 - 여월휴먼시아1단지 하차+버스: 23, 3, 60, 75, 8, 95, 98, 98-1, 013-3""",032-625-3132,경기도 부천시청,2017-02-28
자연생태박물관,공립,경기도 부천시 원미구 길주로 660,경기도 부천시 원미구 춘의동 381,37.505076,126.815631,032-625-3503,경기도 부천시청,http://ecopark.bucheon.go.kr,,09:30,18:00,00:00,00:00,매주 월요일+ 1월1일+ 설날+ 추석 당일,2000,1500,1000,,"""우리나라의 다양한 민물고기가 전시 되어 있는 하천생태관, 살아있는 곤충류ㆍ파충류ㆍ양서류를 관찰 할 수 있는 생태체험관,곤충의 화석 및 표본을 전시한 곤충신비관,공룡 모험 및 화석이 전시되어 있는 공룡탐험관 등 총 4개 전시관으로 구성되어 있다.""",7호선 까치울역 1번출구,032-352-3503,경기도 부천시청,2017-02-28
부천교육박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.480031,126.799892,032-661-1282,경기도 부천시청,http://www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),1000,600,0,성인통합권3000원+학생통합권(초중고)2000원+경로 무료+장애우 무료+구가유공자 무료+어린이관람료(단체 20인이상 400원)+어른관람료(단체 20인이상 800원),"""부천교육박물관은 현 민경남 관장이 기증한 교육자료 4,700여점을 기반으로 설립하였습니다.서당교육에서부터 일제강점기 민족교육을 거쳐 7차 교육과정까지 시대별 교육자료를 통해우리나라 교육변천사를 한눈에 볼 수 있도록 전시하고 있습니다.""","""지하철:7호선 부천종합운동장역(2번출구)도보로 5분+버스:(소사역: 60, 95),(부천역: 3, 8, 75, 606)(송내역: 23-5, 700)""",032-625-3132,경기도 부천시청,2017-02-28
유럽자기박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.480031,126.799892,032-661-0238,경기도 부천시청,http://www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,1월 1일+ 설날 및 추석연휴+월요일+ 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 : 정상 개관)(공휴일이 월요일인 경우 :월요일 정상 개관 후 화요일 휴관),1000,600,0,,"""유럽자기박물관은 현 복전영자(福田英子)관장이 부천시에 기증한 유럽자기를 비롯하여 유리(크리스털)작품, 앤틱가구 등 900여점이 소장되어 있습니다. 유럽문화에 대한 이해의 폭을 넓히고 국제적인 감각과 안목을 높이는데 도움을 주기 위해 설립되었습니다.""",,032-625-3132,경기도 부천시청,2017-02-28
물테마박물관,공립,경기도 군포시 수리산로 151,경기도 군포시 산본동,37.363947,126.917418,031-390-3294,군포시수도사업소,https://water.gunpo.go.kr/water_tema/water_tema_1.jsp,,10:00,17:00,00:00,00:00,"""공휴일,토,일요일""",0,0,0,,물에대한모든것을 직접체험하고 학습할수 있는 물테마박물관,수도사업소 e비지니스고 하차,031-390-3294,군포시수도사업소,2017-01-01
양평친환경농업박물관,공립,경기도 양평군 용문면 용문산로 670,경기도 양평군 용문면 신점리508-9,37.5477477,127.5813391,031-772-3370,용문사,www.sam.go.kr,,09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",0,0,0,,2007년 10월 개관. 양평의 향토와 친환경농업특구로 지정된 양평의 친환경농업을 다루는 공간,"""(버스)상봉, 동서울터미널-용문행, 양평-용문사행시내버스 (열차)중앙선 용문역 하차""",031-770-2455,양평군청,2017-11-20
양평곤충박물관,공립,경기도 양평군 옥천면 경강로 1496,경기도 양평군 옥천면 옥천리 903-15,37.5095313,127.4491461,031-775-8022,양평곤충연구소,www.yim.go.kr,"""매점, 교육실""",09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",3000,2000,2000,"""군인 2000 [단체]일반 2500 군인·청소년·어린이 1500 [무료]만65세이상 노인, 장애인 및 국가유공자, 양평군민, 그린카드 소지자""",2011년 11월 18일에 개관한 곤충전문박물관,"""(버스)2000-1, 200-2, 2000-3, 3-4, 6, 6-2, 6-5, 6-6, 9-5, 9-6번 버스""",031-770-2473,양평군청,2017-11-20
양평군립미술관,공립,경기도 양평군 양평읍 문화복지길2,경기도 양평군 양평읍 양근리543,37.4971477,127.484026,031-775-8513,(사)문화문,www.ymuseum.org,"""카페테리아, 컨퍼런스룸, 멤버스룸, 수유실""",09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",1000,700,500,"""[단체]일반700 청소년500 어린이 300 [무료]만65세이상 노인, 장애인 및 국가유공자, 양평군민, 그린카드 소지자""",2011년 12월 16일에 개관한 현대미술 전문미술관,(전철)중앙선 양평역 하차,031-770-2473,양평군청,2017-11-20
몽양기념관,공립,경기도 양평군 양서면 몽양길 66,경기도 양평군 양서면 신원리 623-2,37.5303488,127.3734399,031-772-2411,(사)몽양여운형선생기념사업회,www.mongyang.go.kr,,09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",1000,800,500,"""군인800 [단체]일반800 청소년·군인500 어린이 400 [무료]만65세이상 노인, 장애인 및 국가유공자, 양평군민, 그린카드 소지자""",2011년 11월 27일에 개관. 독립 ·평화통일운동가 여운형 관련 역사박물관,"""(버스)2000-1, 200-2번 버스-신원역 하차   (전철)중앙선 신원역 하차""",031-770-2455,양평군청,2017-11-20
화서기념관,공립,경기도 양평군 서종면 화서1로 239,경기도 양평군 서종면 노문리535-6,37.6399337,127.4269514,031-774-5326,양평군청,www.hwaseo.go.kr,,09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",0,0,0,,2002년 9월 29일 개관. 구한말 의병의 근간을 이룬 화서 이항로 관련 기념관,(버스)양서복지회관앞 정류장에서 9-6번 승차,031-770-2473,양평군청,2017-01-01
황순원문학촌 소나기마을,공립,경기도 양평군 서종면 소나기마을길24,경기도 양평군 서종면 수능리 산74번지,37.5950925,127.3779319,031-773-2299,(사)황순원기념사업회,www.sonagi.go.kr,"""야외공원, 매점, 쉼터, 세미나실""",09:30,17:00,09:30,17:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음날 휴관), 신정·설·추석 당일""",2000,1500,1000,"""군인 1500 [단체]일반 1500 청소년·군인1000 어린이 500 [무료]만65세이상 노인, 장애인 및 국가유공자, 양평군민, 그린카드 소지자""",2009년 6월 13일에 개관. 소설가 황순원의 문학세계를 살펴볼 수 있는 문학관,(버스)양수리에서 문호리행 버스 (전철)양수역 하차-문호리행 버스,031-770-2455,양평군청,2017-11-20
추사박물관,공립,경기도 과천시 추사로 78(주암동),경기도 과천시 주암동 184-2번지,37.4528804,127.0286591,02-2150-3650,추사박물관,http://www.chusamuseum.go.kr,,10:00,18:00,10:00,18:00,"""매주 월요일(월요일이 공휴일인 경우에는 그 다음날일 휴관일), 1월 1일, 설날, 추석 (연휴기간 포함), 과천시장이 정하는 휴관일""",2000,1000,500,6세 이하 및 노인 무료,추사 김정희 전문 박물관,"""지하철 4호선 선바위역, 지하철3호선 양재역에서 버스 이용""",02-3677-2065,과천시청,2017-11-30
소전미술관,사립,경기도 시흥시 소래산길 41,경기도 시흥시 대야동 305-9,37.4518237,126.785576,031-313-1211,(재)소전재단,-,,10:00,17:00,00:00,00:00,월요일,3000,1000,1000,"""단체 1,500""","""도자기 전문 미술관으로 고려청자, 분청사기, 조선백자 등 전시""",,031-310-6707,"""경기도 문화정책과,/시흥시 문화관광과""",2017-01-01
창조자연사박물관,사립,경기도 시흥시 두문로 71번길 4,경기도 시흥시 신천동 184-1,37.260122,126.471122,031-435-1009,창조자연사박물관,http://www.cjmuseum.net,,10:00,17:00,13:30,17:00,월요일,7000,6000,6000,단체 20퍼센트할인,"""화석 및 광물, 표본 등을 다수의 컬렉션을 갖춘 1종전문박물관""",,031-310-6707,"""경기도 문화정책과,/시흥시 문화관광과""",2017-01-01
판교박물관,공립,경기도 성남시 분당구 판교로 191,경기도 성남시 분당구 판교동 499,37.240301,127.054415,031-729-3012,성남시,http://pangyomuseum.go.kr,"""주차,체험장,전시장,교육실""",09:00,18:00,09:00,18:00,"""매주 월요일,국경일,경축일,명절(설날,추석)연휴""",0,0,0,0,"""한샹백제,고구려 고분유적 등 전시""","""판교박물관 앞 하차(버스 330,350,380)""",031-729-3012,성남시,2017-01-01
성남아트센터 큐브미술관,공립,경기도 성남시 분당구 성남대로 808,경기도 성남시 분당구야탑동 757,37.402982,127.131448,031-783-8143,성남문화재단,http://snart.or.kr,"""주차,자료실,전시실""",10:00,18:00,10:00,18:00,"""설날, 매주 월요일""",10000,7000,5000,전시별 상이,연중 다양한 기획전 개최,"""성남아트센터 하차(야탑역3번,모란역7번출구)""",031-784-8000,성남문화재단,2017-01-01
포천역사문화관,공립,경기도 포천시 중앙로34번길 8,경기도 포천시 신읍동 397-3,37.890447,127.198245,031-538-3029,포천역사문화관,없음,,09:30,17:30,00:00,00:00,주말 및 법정공휴일,0,0,0,,선사시대부터 근현대에 이르기까지 포천의 역사문화와 유물전시,,031-538-3029,경기도 포천시청(문화체육과),2017-11-21
이천시립월전미술관,공립,경기도 이천시 경충대로 2709번길 185,경기도 이천시 관고동 378번지 185,37.279731,127.424379,031-637-0033,재단법인 월전미술문화재단,http://www.iwoljeon.org/,아트샵+카페+세미나실,10:00,18:00,10:00,18:00,신정+설날 당일+추석 당일,2000,1000,600,"""이천시민 50퍼센트할인+영유아 및 65세 이상 무료+그린카드 30퍼센트할인,+예술인패스 30퍼센트할인""",이천시립월전미술관은 한국화의 거장 월전 장우성선생을 기리는 기념관적 성격의 미술관 입니다.,"""이천시외버스터미널에서 28-1, 8, 111, 22-9번 버스 탑승후 설봉산입구 정류장 하차.설봉산입구에서 도보 20분. 이천역에서 8, 28-1번 버스 탑승 후 설봉산입구 정류장 하차, 설봉산 입구에서 도보 20분.""",031-645-3653,경기도 이천시청,2017-11-20
