주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
157-1-000046,현풍천남길인근,공영,노상,대구광역시 달성군 현풍면 현풍중앙로14길 41-1,대구광역시 달성군 현풍면 중리 257,160,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6952473306,128.447337467,2018-01-31
157-1-000047,현풍천북길인근,공영,노상,대구광역시 달성군 현풍면 테크노대로 70,대구광역시 달성군 현풍면 중리 512,81,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6889658213,128.454682615,2018-01-31
157-2-000001,구지면 임시 공영주차장 1,공영,노외,대구광역시 달성군 구지면 창리로11길 58-6,대구광역시 달성군 구지면 창리 446-3,25,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6592998369,128.414037869,2018-01-31
157-2-000002,구지면 임시 공영주차장 2,공영,노외,,대구광역시 달성군 구지면 창리 428-1 외,15,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6576532563,128.413355131,2018-01-31
157-2-000003,유가유곡리 공영주차장,공영,노외,,대구광역시 달성군 유곡리 1007,14,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6706480365,128.453060176,2018-01-31
157-2-000004,현풍면 임시 공영주차장,공영,노외,대구광역시 달성군 현풍면 현풍중앙로 130,대구광역시 달성군 현풍면 성하리 235-4,50,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.700488699,128.441324768,2018-01-31
157-2-000005,비슬산 자연휴양림 공영주차장,공영,노외,대구광역시 달성군 유가면 휴양림길 236,대구광역시 달성군 유가면 용리 15,385,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6933405132,128.505799839,2018-01-31
157-2-000006,창리마을 공동주차장,공영,노외,대구광역시 달성군 구지면 구지시장길 45,대구광역시 달성군 구지면 창리 425,20,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6579942717,128.411634114,2018-01-31
157-2-000007,창리체육공원주차장,공영,노외,대구광역시 달성군 구지면 창리중앙1길 29,대구광역시 달성군 구지면 창리 602,14,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6601397068,128.408814038,2018-01-31
157-2-000008,유가사 노외주차장,공영,노외,,대구광역시 달성군 유가면 산3-16,65,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7135586675,128.501238642,2018-01-31
157-2-000009,논공 복개천 주차장,공영,노외,,대구광역시 달성군 논공읍 북리 1-26,87,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7310108925,128.455623771,2018-01-31
157-2-000010,마비정벽화마을 공영주차장,공영,노외,,대구광역시 달성군 화원읍 본리리 1155번지,95,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7783211759,128.534313689,2018-01-31
157-2-000011,용연사 노외주차장,공영,노외,,대구광역시 달성군 옥포면 359-2,50,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7538364539,128.505077194,2018-01-31
157-2-000012,"""가창용계리천변, 가창용계리""",공영,노외,,대구광역시 달성군 가창면 용계리 565-95,100,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7990890895,128.616701686,2018-01-31
157-2-000013,"""가창용계리천변, 가창용계리""",공영,노외,,대구광역시 달성군 가창면 용계리 565-95,20,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.7990890895,128.616701686,2018-01-31
157-2-000014,화원천내교 및 천변,공영,노외,,대구광역시 달성군 화원읍 천내리 350-2,30,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.8030061004,128.493362409,2018-01-31
157-2-000015,다사 문양마을 공동주차장,공영,노외,,대구광역시 달성군 다사읍 문양리 470외,72,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.8637787689,128.437961168,2018-01-31
157-2-000016,하빈 현내리 공영주차장,공영,노외,,대구광역시 달성군 하빈면 현내리 853-3,25,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.9010247205,128.441040421,2018-01-31
157-2-000017,현풍상리 마을단위 공영주차장,공영,노외,,대구광역시 달성군 현풍면 상리 531-2,18,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,대구광역시 달성군청,053-668-3815,35.6992162842,128.447926248,2018-01-31
275-1-000001,성심의원,공영,노상,충청북도 보은군 삼산로 51-8,충청북도 보은군 보은읍 삼산리 113-2,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4836591,127.7156557,2018-02-19
275-1-000002,대림아파트,공영,노상,충청북도 보은군 동광길 53-5,충청북도 보은군 보은읍 삼산리 166-3,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4857266,127.7164472,2018-02-19
275-1-000003,한솔식당,공영,노상,충청북도 보은군 장문고개길 7-2,충청북도 보은군 보은읍 삼산리 52-12,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4842972,127.7177811,2018-02-19
275-1-000004,삼성연립,공영,노상,충청북도 보은군 장신4길 32,충청북도 보은군 보은읍 장신리 38-11,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4822851,127.7126153,2018-02-19
275-1-000005,통계상회,공영,노상,충청북도 보은군 교사삼산길 70,충청북도 보은군 보은읍 삼산리 202-38,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4844413,127.7141049,2018-02-19
275-1-000006,대청아파트,공영,노상,충청북도 보은군 교사1길 16,충청북도 보은군 보은읍 교사리 59-4,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4874344,127.7198373,2018-02-19
275-1-000007,거성아파트,공영,노상,충청북도 보은군 남부로 4515,충청북도 보은군 보은읍 교사리 35-5,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4857571,127.7209572,2018-02-19
275-1-000008,온천장,공영,노상,충청북도 보은군 삼산로 5길 16,충청북도 보은군 보은읍 삼산리 82-4,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4819511,127.7174676,2018-02-19
275-1-000009,진화아파트,공영,노상,충청북도 보은군 교사삼산2길 29,충청북도 보은군 보은읍 삼산리 171-4,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4874998,127.7154798,2018-02-19
275-2-000010,월미도,공영,노외,충청북도 보은군 삼산제방로 177-2,충청북도 보은군 보은읍 삼산리 233,67,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4816087,127.7225591,2018-02-19
275-2-000011,동다리하상,공영,노외,충청북도 보은군 남부로 4505,충청북도 보은군 보은읍 교사리 8-7,237,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4908241,127.7214535,2018-02-19
275-2-000012,남다리하상,공영,노외,충청북도 보은군 보은로 80,충청북도 보은군 보은읍 삼산리 61-4,93,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4842972,127.7177811,2018-02-19
275-2-000013,송화식당,공영,노외,충청북도 보은군 삼산제방로 11-1,충청북도 보은군 보은읍 삼산리 195-1,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4849947,127.7129924,2018-02-19
275-2-000014,동다리 옆,공영,노외,충청북도 보은군 뱃들로 54,충청북도 보은군 보은읍 이평리 175-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4862693,127.7234152,2018-02-19
275-2-000015,연송옆,공영,노외,충청북도 보은군 법주사로 84,충청북도 보은군 속리산면 상판리 16-1,48,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.5178345,127.8161738,2018-02-19
275-2-000016,삼승농협,공영,노외,충청북도 보은군 원남로 31-4,충청북도 보은군 삼승면 원남리 199,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.9360949,127.7318763,2018-02-19
275-2-000017,재래시장내,공영,노외,충청북도 보은군 삼산로1길 8,충청북도 보은군 보은읍 삼산리 137-1,23,1,미시행,평일+토요일+공휴일,09:00,09:00,19:00,09:00,19:00,19:00,유료,30,500,10,200,600,3000,30000,현금,,충청북도 보은군청,043-540-3232,36.4837315,127.7203629,2018-02-19
275-1-000001,성심의원,공영,노상,충청북도 보은군 삼산로 51-8,충청북도 보은군 보은읍 삼산리 113-2,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4836591,127.7156557,2018-02-19
275-1-000002,대림아파트,공영,노상,충청북도 보은군 동광길 53-5,충청북도 보은군 보은읍 삼산리 166-3,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4857266,127.7164472,2018-02-19
275-1-000003,한솔식당,공영,노상,충청북도 보은군 장문고개길 7-2,충청북도 보은군 보은읍 삼산리 52-12,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4842972,127.7177811,2018-02-19
275-1-000004,삼성연립,공영,노상,충청북도 보은군 장신4길 32,충청북도 보은군 보은읍 장신리 38-11,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4822851,127.7126153,2018-02-19
275-1-000005,통계상회,공영,노상,충청북도 보은군 교사삼산길 70,충청북도 보은군 보은읍 삼산리 202-38,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4844413,127.7141049,2018-02-19
275-1-000006,대청아파트,공영,노상,충청북도 보은군 교사1길 16,충청북도 보은군 보은읍 교사리 59-4,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4874344,127.7198373,2018-02-19
275-1-000007,거성아파트,공영,노상,충청북도 보은군 남부로 4515,충청북도 보은군 보은읍 교사리 35-5,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4857571,127.7209572,2018-02-19
275-1-000008,온천장,공영,노상,충청북도 보은군 삼산로 5길 16,충청북도 보은군 보은읍 삼산리 82-4,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4819511,127.7174676,2018-02-19
275-1-000009,진화아파트,공영,노상,충청북도 보은군 교사삼산2길 29,충청북도 보은군 보은읍 삼산리 171-4,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4874998,127.7154798,2018-02-19
275-2-000010,월미도,공영,노외,충청북도 보은군 삼산제방로 177-2,충청북도 보은군 보은읍 삼산리 233,67,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4816087,127.7225591,2018-02-19
275-2-000011,동다리하상,공영,노외,충청북도 보은군 남부로 4505,충청북도 보은군 보은읍 교사리 8-7,237,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4908241,127.7214535,2018-02-19
275-2-000012,남다리하상,공영,노외,충청북도 보은군 보은로 80,충청북도 보은군 보은읍 삼산리 61-4,93,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4842972,127.7177811,2018-02-19
275-2-000013,송화식당,공영,노외,충청북도 보은군 삼산제방로 11-1,충청북도 보은군 보은읍 삼산리 195-1,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4849947,127.7129924,2018-02-19
275-2-000014,동다리 옆,공영,노외,충청북도 보은군 뱃들로 54,충청북도 보은군 보은읍 이평리 175-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.4862693,127.7234152,2018-02-19
275-2-000015,연송옆,공영,노외,충청북도 보은군 법주사로 84,충청북도 보은군 속리산면 상판리 16-1,48,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.5178345,127.8161738,2018-02-19
275-2-000016,삼승농협,공영,노외,충청북도 보은군 원남로 31-4,충청북도 보은군 삼승면 원남리 199,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,0,,,,,,,,충청북도 보은군청,043-540-3092,36.9360949,127.7318763,2018-02-19
275-2-000017,재래시장내,공영,노외,충청북도 보은군 삼산로1길 8,충청북도 보은군 보은읍 삼산리 137-1,23,1,미시행,평일+토요일+공휴일,09:00,09:00,19:00,09:00,19:00,19:00,유료,30,500,10,200,600,3000,30000,현금,,충청북도 보은군청,043-540-3232,36.4837315,127.7203629,2018-02-19
336-1-000001,제1공영주차장(로터리주차장),공영,노상,전라남도 강진군 강진읍 남성리 164,,65,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.6395184,126.7502572,2018-02-19
336-1-000002,제2공영주차장(시장주차장1),공영,노상,전라남도 강진군 강진읍 동성리 192-9 외 6,,78,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.6407646,126.7549505,2018-02-19
336-1-000003,제3공영주차장(극장통주차장),공영,노상,전라남도 강진군 강진읍 남성리 55-3 외 2,,31,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.640651,126.752785,2018-02-19
336-1-000004,제4공영주차장(냉동공장주차장),공영,노상,전라남도 강진군 강진읍 동성리 237-2,,71,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.6414838,126.7568116,2018-02-19
336-1-000005,제5공영주차장(남문주차장),공영,노상,전라남도 강진군 강진읍 남성리 18-11 외 1,,33,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.6391106,126.7526343,2018-02-19
336-1-000006,제6공영주차장(강진아트홀),공영,노외,전라남도 강진군 강진읍 남성리 232-2 외 2,,108,기타,미시행,평일,00:00,24:00,00:00,24:00,00:00,24:00,유료,60,500,30,500,1440,8000,60000,"""카드,현금""",,강진군,061-430-3972,34.6430361,126.7497449,2018-02-19
336-1-000007,제7공영주차장(시장주차타워),공영,노상,전라남도 강진군 강진읍 동성리 187-5,,65,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,60,0,,,,,,,,강진군,061-430-3374,34.6400587,126.756369,2018-02-19
